WeekEpid;Year;Year_Week;Departements;Districts_Sanitaires;cas_suspect;Deces;cas_confirme;
17;2024;2024_S17;LIKOUALA;Enyellé-Bétou;0;0;0;
17;2024;2024_S17;CUVETTE OUEST;Etoumbi;0;0;0;
17;2024;2024_S17;CUVETTE OUEST;Ewo;0;0;0;
17;2024;2024_S17;PLATEAUX;Gamboma;0;0;0;
17;2024;2024_S17;POOL;Goma Tsé-Tsé;0;0;0;
17;2024;2024_S17;KOUILOU;Hinda-Loango;0;0;0;
17;2024;2024_S17;POOL;Ignié-Ngabé-Mayama;0;0;0;
17;2024;2024_S17;BRAZZAVILLE;Ile Mbamou;0;0;0;
17;2024;2024_S17;LIKOUALA;Impfondo;1;0;0;
17;2024;2024_S17;NIARI;Kibangou;0;0;0;
17;2024;2024_S17;NIARI;Kimongo;0;0;0;
17;2024;2024_S17;POOL;Kindamba;0;0;0;
17;2024;2024_S17;POOL;Kinkala;0;0;0;
17;2024;2024_S17;POOL;Kintélé;0;0;0;
17;2024;2024_S17;POINTE NOIRE;Loandjili;0;0;0;
17;2024;2024_S17;BOUENZA;Loudima;0;0;0;
17;2024;2024_S17;BOUENZA;Loutété;0;0;0;
17;2024;2024_S17;POINTE NOIRE;Lumumba;0;0;0;
17;2024;2024_S17;BRAZZAVILLE;Madibou;0;0;0;
17;2024;2024_S17;KOUILOU;Madingo kayes - Nzambi;0;0;0;
17;2024;2024_S17;BOUENZA;Madingou;0;0;0;
17;2024;2024_S17;BRAZZAVILLE;Makelekele;0;0;0;
17;2024;2024_S17;NIARI;Mayoko;0;0;0;
17;2024;2024_S17;BRAZZAVILLE;Mfilou;0;0;0;
17;2024;2024_S17;POOL;Mindouli;0;0;0;
17;2024;2024_S17;POINTE NOIRE;Mongo Poukou;0;0;0;
17;2024;2024_S17;CUVETTE;Mossaka-Loukoléla;0;0;0;
17;2024;2024_S17;NIARI;Mossendjo;0;0;0;
17;2024;2024_S17;BRAZZAVILLE;Moungali;0;0;0;
17;2024;2024_S17;BOUENZA;Mouyondzi;0;0;0;
17;2024;2024_S17;POINTE NOIRE;Mvou-Mvou;2;0;0;
17;2024;2024_S17;KOUILOU;Mvouti-Kakamoéka;0;0;0;
17;2024;2024_S17;PLATEAUX;Ngo-Mpouya;0;0;0;
17;2024;2024_S17;POINTE NOIRE;Ngoyo;0;0;0;
17;2024;2024_S17;BOUENZA;Nkayi;0;0;0;
17;2024;2024_S17;SANGHA;Ouesso;0;0;0;
17;2024;2024_S17;CUVETTE;Owando;0;0;0;
17;2024;2024_S17;CUVETTE;Oyo-Alima;0;0;0;
17;2024;2024_S17;BRAZZAVILLE;Poto-Poto;0;0;0;
17;2024;2024_S17;SANGHA;Sembé-Souanké;0;0;0;
17;2024;2024_S17;LEKOUMOU;Sibiti;0;0;0;
17;2024;2024_S17;BRAZZAVILLE;Talangai;0;0;0;
17;2024;2024_S17;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
17;2024;2024_S17;POINTE NOIRE;Tié-Tié;0;0;0;
17;2024;2024_S17;LEKOUMOU;Zanaga;0;0;0;
17;2024;2024_S17;BRAZZAVILLE;Ouenze;0;0;0;
18;2024;2024_S18;PLATEAUX;Abala-Allémbé;0;0;0;
18;2024;2024_S18;BRAZZAVILLE;Bacongo;0;0;0;
18;2024;2024_S18;POOL;Boko-Louingui-Loumo;0;0;0;
18;2024;2024_S18;PLATEAUX;Djambala-Lékana-Mbon ;0;0;0;
18;2024;2024_S18;BRAZZAVILLE;Djiri;0;0;0;
18;2024;2024_S18;NIARI;Dolisie;1;0;0;
18;2024;2024_S18;LIKOUALA;Enyellé-Bétou;0;0;0;
18;2024;2024_S18;CUVETTE OUEST;Etoumbi;0;0;0;
18;2024;2024_S18;CUVETTE OUEST;Ewo;0;0;0;
18;2024;2024_S18;PLATEAUX;Gamboma;0;0;0;
18;2024;2024_S18;POOL;Goma Tsé-Tsé;0;0;0;
18;2024;2024_S18;KOUILOU;Hinda-Loango;0;0;0;
18;2024;2024_S18;POOL;Ignié-Ngabé-Mayama;0;0;0;
18;2024;2024_S18;BRAZZAVILLE;Ile Mbamou;0;0;0;
18;2024;2024_S18;LIKOUALA;Impfondo;0;0;0;
18;2024;2024_S18;NIARI;Kibangou;0;0;0;
18;2024;2024_S18;NIARI;Kimongo;0;0;0;
18;2024;2024_S18;POOL;Kindamba;0;0;0;
18;2024;2024_S18;POOL;Kinkala;0;0;0;
18;2024;2024_S18;POOL;Kintélé;0;0;0;
18;2024;2024_S18;POINTE NOIRE;Loandjili;3;0;0;
18;2024;2024_S18;BOUENZA;Loudima;0;0;0;
18;2024;2024_S18;BOUENZA;Loutété;0;0;0;
18;2024;2024_S18;POINTE NOIRE;Lumumba;0;0;0;
18;2024;2024_S18;BRAZZAVILLE;Madibou;0;0;0;
18;2024;2024_S18;KOUILOU;Madingo kayes - Nzambi;0;0;0;
18;2024;2024_S18;BOUENZA;Madingou;0;0;0;
18;2024;2024_S18;BRAZZAVILLE;Makelekele;0;0;0;
18;2024;2024_S18;NIARI;Mayoko;0;0;0;
18;2024;2024_S18;BRAZZAVILLE;Mfilou;0;0;0;
18;2024;2024_S18;POOL;Mindouli;0;0;0;
18;2024;2024_S18;POINTE NOIRE;Mongo Poukou;0;0;0;
18;2024;2024_S18;CUVETTE;Mossaka-Loukoléla;0;0;0;
18;2024;2024_S18;NIARI;Mossendjo;0;0;0;
18;2024;2024_S18;BRAZZAVILLE;Moungali;0;0;0;
18;2024;2024_S18;BOUENZA;Mouyondzi;0;0;0;
18;2024;2024_S18;POINTE NOIRE;Mvou-Mvou;2;0;0;
18;2024;2024_S18;KOUILOU;Mvouti-Kakamoéka;0;0;0;
18;2024;2024_S18;PLATEAUX;Ngo-Mpouya;0;0;0;
18;2024;2024_S18;POINTE NOIRE;Ngoyo;0;0;0;
18;2024;2024_S18;BOUENZA;Nkayi;0;0;0;
18;2024;2024_S18;SANGHA;Ouesso;0;0;0;
18;2024;2024_S18;CUVETTE;Owando;0;0;0;
18;2024;2024_S18;CUVETTE;Oyo-Alima;0;0;0;
18;2024;2024_S18;BRAZZAVILLE;Poto-Poto;0;0;0;
18;2024;2024_S18;SANGHA;Sembé-Souanké;0;0;0;
18;2024;2024_S18;LEKOUMOU;Sibiti;0;0;0;
18;2024;2024_S18;BRAZZAVILLE;Talangai;1;0;0;
18;2024;2024_S18;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
18;2024;2024_S18;POINTE NOIRE;Tié-Tié;0;0;0;
18;2024;2024_S18;LEKOUMOU;Zanaga;0;0;0;
18;2024;2024_S18;BRAZZAVILLE;Ouenze;0;0;0;
19;2024;2024_S19;PLATEAUX;Abala-Allémbé;0;0;0;
19;2024;2024_S19;BRAZZAVILLE;Bacongo;0;0;0;
19;2024;2024_S19;POOL;Boko-Louingui-Loumo;0;0;0;
19;2024;2024_S19;PLATEAUX;Djambala-Lékana-Mbon ;0;0;0;
19;2024;2024_S19;BRAZZAVILLE;Djiri;0;0;0;
19;2024;2024_S19;NIARI;Dolisie;0;0;0;
19;2024;2024_S19;LIKOUALA;Enyellé-Bétou;0;0;0;
19;2024;2024_S19;CUVETTE OUEST;Ewo;0;0;0;
19;2024;2024_S19;PLATEAUX;Gamboma;0;0;0;
19;2024;2024_S19;POOL;Goma Tsé-Tsé;0;0;0;
19;2024;2024_S19;KOUILOU;Hinda-Loango;1;0;0;
19;2024;2024_S19;POOL;Ignié-Ngabé-Mayama;0;0;0;
19;2024;2024_S19;BRAZZAVILLE;Ile Mbamou;0;0;0;
19;2024;2024_S19;LIKOUALA;Impfondo;0;0;0;
19;2024;2024_S19;NIARI;Kibangou;0;0;0;
19;2024;2024_S19;NIARI;Kimongo;0;0;0;
19;2024;2024_S19;POOL;Kindamba;0;0;0;
19;2024;2024_S19;POOL;Kinkala;1;0;0;
19;2024;2024_S19;POOL;Kintélé;0;0;0;
19;2024;2024_S19;POINTE NOIRE;Loandjili;2;0;0;
19;2024;2024_S19;BOUENZA;Loudima;0;0;0;
19;2024;2024_S19;BOUENZA;Loutété;2;0;0;
19;2024;2024_S19;POINTE NOIRE;Lumumba;0;0;0;
19;2024;2024_S19;BRAZZAVILLE;Madibou;0;0;0;
19;2024;2024_S19;KOUILOU;Madingo kayes - Nzambi;0;0;0;
19;2024;2024_S19;BOUENZA;Madingou;0;0;0;
19;2024;2024_S19;BRAZZAVILLE;Makelekele;0;0;0;
19;2024;2024_S19;NIARI;Mayoko;0;0;0;
19;2024;2024_S19;BRAZZAVILLE;Mfilou;0;0;0;
19;2024;2024_S19;POOL;Mindouli;0;0;0;
19;2024;2024_S19;POINTE NOIRE;Mongo Poukou;0;0;0;
19;2024;2024_S19;CUVETTE;Mossaka-Loukoléla;0;0;0;
19;2024;2024_S19;NIARI;Mossendjo;0;0;0;
19;2024;2024_S19;BRAZZAVILLE;Moungali;0;0;0;
19;2024;2024_S19;BOUENZA;Mouyondzi;0;0;0;
19;2024;2024_S19;POINTE NOIRE;Mvou-Mvou;0;0;0;
19;2024;2024_S19;KOUILOU;Mvouti-Kakamoéka;0;0;0;
19;2024;2024_S19;PLATEAUX;Ngo-Mpouya;0;0;0;
19;2024;2024_S19;POINTE NOIRE;Ngoyo;0;0;0;
19;2024;2024_S19;BOUENZA;Nkayi;0;0;0;
19;2024;2024_S19;SANGHA;Ouesso;0;0;0;
19;2024;2024_S19;CUVETTE;Owando;0;0;0;
19;2024;2024_S19;CUVETTE;Oyo-Alima;0;0;0;
19;2024;2024_S19;BRAZZAVILLE;Poto-Poto;0;0;0;
19;2024;2024_S19;SANGHA;Sembé-Souanké;0;0;0;
19;2024;2024_S19;LEKOUMOU;Sibiti;0;0;0;
19;2024;2024_S19;BRAZZAVILLE;Talangai;0;0;0;
19;2024;2024_S19;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
19;2024;2024_S19;POINTE NOIRE;Tié-Tié;0;0;0;
19;2024;2024_S19;LEKOUMOU;Zanaga;0;0;0;
19;2024;2024_S19;BRAZZAVILLE;Ouenze;0;0;0;
20;2024;2024_S20;PLATEAUX;Abala-Allémbé;0;0;0;
20;2024;2024_S20;BRAZZAVILLE;Bacongo;0;0;0;
20;2024;2024_S20;POOL;Boko-Louingui-Loumo;0;0;0;
20;2024;2024_S20;PLATEAUX;Djambala-Lékana-Mbon ;0;0;0;
20;2024;2024_S20;BRAZZAVILLE;Djiri;0;0;0;
20;2024;2024_S20;NIARI;Dolisie;0;0;0;
20;2024;2024_S20;LIKOUALA;Enyellé-Bétou;0;0;0;
20;2024;2024_S20;CUVETTE OUEST;Etoumbi;0;0;0;
20;2024;2024_S20;CUVETTE OUEST;Ewo;0;0;0;
20;2024;2024_S20;PLATEAUX;Gamboma;0;0;0;
20;2024;2024_S20;POOL;Goma Tsé-Tsé;0;0;0;
20;2024;2024_S20;KOUILOU;Hinda-Loango;3;0;0;
20;2024;2024_S20;POOL;Ignié-Ngabé-Mayama;0;0;0;
20;2024;2024_S20;BRAZZAVILLE;Ile Mbamou;0;0;0;
20;2024;2024_S20;LIKOUALA;Impfondo;0;0;0;
20;2024;2024_S20;NIARI;Kibangou;0;0;0;
20;2024;2024_S20;NIARI;Kimongo;0;0;0;
20;2024;2024_S20;POOL;Kindamba;2;0;0;
20;2024;2024_S20;POOL;Kinkala;1;0;0;
20;2024;2024_S20;POOL;Kintélé;0;0;0;
20;2024;2024_S20;POINTE NOIRE;Loandjili;2;0;0;
20;2024;2024_S20;BOUENZA;Loudima;0;0;0;
20;2024;2024_S20;BOUENZA;Loutété;2;0;0;
20;2024;2024_S20;POINTE NOIRE;Lumumba;0;0;0;
20;2024;2024_S20;BRAZZAVILLE;Madibou;0;0;0;
20;2024;2024_S20;KOUILOU;Madingo kayes - Nzambi;6;0;0;
20;2024;2024_S20;BOUENZA;Madingou;1;0;0;
20;2024;2024_S20;BRAZZAVILLE;Makelekele;1;0;0;
20;2024;2024_S20;NIARI;Mayoko;0;0;0;
20;2024;2024_S20;BRAZZAVILLE;Mfilou;0;0;0;
20;2024;2024_S20;POOL;Mindouli;0;0;0;
20;2024;2024_S20;POINTE NOIRE;Mongo Poukou;0;0;0;
20;2024;2024_S20;CUVETTE;Mossaka-Loukoléla;0;0;0;
20;2024;2024_S20;NIARI;Mossendjo;0;0;0;
20;2024;2024_S20;BRAZZAVILLE;Moungali;0;0;0;
20;2024;2024_S20;BOUENZA;Mouyondzi;0;0;0;
20;2024;2024_S20;POINTE NOIRE;Mvou-Mvou;0;0;0;
20;2024;2024_S20;KOUILOU;Mvouti-Kakamoéka;0;0;0;
20;2024;2024_S20;PLATEAUX;Ngo-Mpouya;0;0;0;
20;2024;2024_S20;POINTE NOIRE;Ngoyo;0;0;0;
20;2024;2024_S20;BOUENZA;Nkayi;0;0;0;
20;2024;2024_S20;SANGHA;Ouesso;0;0;0;
20;2024;2024_S20;CUVETTE;Owando;0;0;0;
20;2024;2024_S20;CUVETTE;Oyo-Alima;0;0;0;
20;2024;2024_S20;BRAZZAVILLE;Poto-Poto;0;0;0;
20;2024;2024_S20;SANGHA;Sembé-Souanké;0;0;0;
20;2024;2024_S20;LEKOUMOU;Sibiti;0;0;0;
20;2024;2024_S20;BRAZZAVILLE;Talangai;0;0;0;
20;2024;2024_S20;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
20;2024;2024_S20;POINTE NOIRE;Tié-Tié;0;0;0;
20;2024;2024_S20;LEKOUMOU;Zanaga;0;0;0;
20;2024;2024_S20;BRAZZAVILLE;Ouenze;0;0;0;
21;2024;2024_S21;PLATEAUX;Abala-Allémbé;0;0;0;
21;2024;2024_S21;BRAZZAVILLE;Bacongo;0;0;0;
21;2024;2024_S21;POOL;Boko-Louingui-Loumo;0;0;0;
21;2024;2024_S21;PLATEAUX;Djambala-Lékana-Mbon ;0;0;0;
21;2024;2024_S21;BRAZZAVILLE;Djiri;0;0;0;
21;2024;2024_S21;NIARI;Dolisie;0;0;0;
21;2024;2024_S21;LIKOUALA;Enyellé-Bétou;0;0;0;
21;2024;2024_S21;CUVETTE OUEST;Etoumbi;0;0;0;
21;2024;2024_S21;CUVETTE OUEST;Ewo;0;0;0;
21;2024;2024_S21;PLATEAUX;Gamboma;0;0;0;
21;2024;2024_S21;POOL;Goma Tsé-Tsé;0;0;0;
21;2024;2024_S21;KOUILOU;Hinda-Loango;0;0;0;
21;2024;2024_S21;POOL;Ignié-Ngabé-Mayama;0;0;0;
21;2024;2024_S21;BRAZZAVILLE;Ile Mbamou;0;0;0;
21;2024;2024_S21;LIKOUALA;Impfondo;0;0;0;
21;2024;2024_S21;NIARI;Kibangou;0;0;0;
21;2024;2024_S21;NIARI;Kimongo;0;0;0;
21;2024;2024_S21;POOL;Kindamba;0;0;0;
21;2024;2024_S21;POOL;Kinkala;0;0;0;
21;2024;2024_S21;POOL;Kintélé;0;0;0;
21;2024;2024_S21;POINTE NOIRE;Loandjili;0;0;0;
21;2024;2024_S21;BOUENZA;Loudima;0;0;0;
21;2024;2024_S21;BOUENZA;Loutété;0;0;0;
21;2024;2024_S21;POINTE NOIRE;Lumumba;0;0;0;
21;2024;2024_S21;BRAZZAVILLE;Madibou;0;0;0;
21;2024;2024_S21;KOUILOU;Madingo kayes - Nzambi;2;0;0;
21;2024;2024_S21;BOUENZA;Madingou;0;0;0;
21;2024;2024_S21;BRAZZAVILLE;Makelekele;0;0;0;
21;2024;2024_S21;NIARI;Mayoko;0;0;0;
21;2024;2024_S21;BRAZZAVILLE;Mfilou;0;0;0;
21;2024;2024_S21;POOL;Mindouli;0;0;0;
21;2024;2024_S21;POINTE NOIRE;Mongo Poukou;0;0;0;
21;2024;2024_S21;CUVETTE;Mossaka-Loukoléla;1;0;0;
21;2024;2024_S21;NIARI;Mossendjo;0;0;0;
21;2024;2024_S21;BRAZZAVILLE;Moungali;0;0;0;
21;2024;2024_S21;BOUENZA;Mouyondzi;0;0;0;
21;2024;2024_S21;POINTE NOIRE;Mvou-Mvou;0;0;0;
21;2024;2024_S21;KOUILOU;Mvouti-Kakamoéka;0;0;0;
21;2024;2024_S21;PLATEAUX;Ngo-Mpouya;0;0;0;
21;2024;2024_S21;POINTE NOIRE;Ngoyo;0;0;0;
21;2024;2024_S21;BOUENZA;Nkayi;0;0;0;
21;2024;2024_S21;SANGHA;Ouesso;0;0;0;
21;2024;2024_S21;CUVETTE;Owando;0;0;0;
21;2024;2024_S21;CUVETTE;Oyo-Alima;0;0;0;
21;2024;2024_S21;BRAZZAVILLE;Poto-Poto;0;0;0;
21;2024;2024_S21;SANGHA;Sembé-Souanké;0;0;0;
21;2024;2024_S21;LEKOUMOU;Sibiti;0;0;0;
21;2024;2024_S21;BRAZZAVILLE;Talangai;0;0;0;
21;2024;2024_S21;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
21;2024;2024_S21;POINTE NOIRE;Tié-Tié;0;0;0;
21;2024;2024_S21;LEKOUMOU;Zanaga;0;0;0;
21;2024;2024_S21;BRAZZAVILLE;Ouenze;0;0;0;
22;2024;2024_S22;PLATEAUX;Abala-Allémbé;0;0;0;
22;2024;2024_S22;BRAZZAVILLE;Bacongo;0;0;0;
22;2024;2024_S22;POOL;Boko-Louingui-Loumo;0;0;0;
22;2024;2024_S22;PLATEAUX;Djambala-Lékana-Mbon ;0;0;0;
22;2024;2024_S22;BRAZZAVILLE;Djiri;0;0;0;
22;2024;2024_S22;NIARI;Dolisie;0;0;0;
22;2024;2024_S22;LIKOUALA;Enyellé-Bétou;0;0;0;
22;2024;2024_S22;CUVETTE OUEST;Etoumbi;0;0;0;
22;2024;2024_S22;CUVETTE OUEST;Ewo;0;0;0;
22;2024;2024_S22;PLATEAUX;Gamboma;0;0;0;
22;2024;2024_S22;POOL;Goma Tsé-Tsé;0;0;0;
22;2024;2024_S22;KOUILOU;Hinda-Loango;0;0;0;
22;2024;2024_S22;POOL;Ignié-Ngabé-Mayama;0;0;0;
22;2024;2024_S22;BRAZZAVILLE;Ile Mbamou;0;0;0;
22;2024;2024_S22;LIKOUALA;Impfondo;0;0;0;
22;2024;2024_S22;NIARI;Kibangou;0;0;0;
22;2024;2024_S22;NIARI;Kimongo;0;0;0;
22;2024;2024_S22;POOL;Kindamba;0;0;0;
22;2024;2024_S22;POOL;Kinkala;0;0;0;
22;2024;2024_S22;POOL;Kintélé;0;0;0;
22;2024;2024_S22;POINTE NOIRE;Loandjili;0;0;0;
22;2024;2024_S22;BOUENZA;Loudima;0;0;0;
22;2024;2024_S22;BOUENZA;Loutété;0;0;0;
22;2024;2024_S22;POINTE NOIRE;Lumumba;1;0;0;
22;2024;2024_S22;BRAZZAVILLE;Madibou;0;0;0;
22;2024;2024_S22;KOUILOU;Madingo kayes - Nzambi;0;0;0;
22;2024;2024_S22;BOUENZA;Madingou;0;0;0;
22;2024;2024_S22;BRAZZAVILLE;Makelekele;0;0;0;
22;2024;2024_S22;NIARI;Mayoko;0;0;0;
22;2024;2024_S22;BRAZZAVILLE;Mfilou;0;0;0;
22;2024;2024_S22;POOL;Mindouli;0;0;0;
22;2024;2024_S22;POINTE NOIRE;Mongo Poukou;0;0;0;
22;2024;2024_S22;CUVETTE;Mossaka-Loukoléla;0;0;0;
22;2024;2024_S22;NIARI;Mossendjo;0;0;0;
22;2024;2024_S22;BRAZZAVILLE;Moungali;0;0;0;
22;2024;2024_S22;BOUENZA;Mouyondzi;0;0;0;
22;2024;2024_S22;POINTE NOIRE;Mvou-Mvou;0;0;0;
22;2024;2024_S22;KOUILOU;Mvouti-Kakamoéka;0;0;0;
22;2024;2024_S22;PLATEAUX;Ngo-Mpouya;0;0;0;
22;2024;2024_S22;POINTE NOIRE;Ngoyo;0;0;0;
22;2024;2024_S22;BOUENZA;Nkayi;0;0;0;
22;2024;2024_S22;SANGHA;Ouesso;0;0;0;
22;2024;2024_S22;CUVETTE;Owando;0;0;0;
22;2024;2024_S22;CUVETTE;Oyo-Alima;0;0;0;
22;2024;2024_S22;BRAZZAVILLE;Poto-Poto;0;0;0;
22;2024;2024_S22;SANGHA;Sembé-Souanké;0;0;0;
22;2024;2024_S22;LEKOUMOU;Sibiti;0;0;0;
22;2024;2024_S22;BRAZZAVILLE;Talangai;1;0;0;
22;2024;2024_S22;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
22;2024;2024_S22;POINTE NOIRE;Tié-Tié;0;0;0;
22;2024;2024_S22;LEKOUMOU;Zanaga;0;0;0;
22;2024;2024_S22;BRAZZAVILLE;Ouenze;0;0;0;
23;2024;2024_S23;PLATEAUX;Abala-Allémbé;0;0;0;
23;2024;2024_S23;BRAZZAVILLE;Bacongo;0;0;0;
23;2024;2024_S23;POOL;Boko-Louingui-Loumo;0;0;0;
23;2024;2024_S23;PLATEAUX;Djambala-Lékana-Mbon ;0;0;0;
23;2024;2024_S23;BRAZZAVILLE;Djiri;0;0;0;
23;2024;2024_S23;NIARI;Dolisie;0;0;0;
23;2024;2024_S23;LIKOUALA;Enyellé-Bétou;1;0;0;
23;2024;2024_S23;CUVETTE OUEST;Etoumbi;0;0;0;
23;2024;2024_S23;CUVETTE OUEST;Ewo;0;0;0;
23;2024;2024_S23;PLATEAUX;Gamboma;0;0;0;
23;2024;2024_S23;POOL;Goma Tsé-Tsé;0;0;0;
23;2024;2024_S23;KOUILOU;Hinda-Loango;1;0;0;
23;2024;2024_S23;POOL;Ignié-Ngabé-Mayama;0;0;0;
23;2024;2024_S23;BRAZZAVILLE;Ile Mbamou;0;0;0;
23;2024;2024_S23;LIKOUALA;Impfondo;0;0;0;
23;2024;2024_S23;NIARI;Kibangou;0;0;0;
23;2024;2024_S23;NIARI;Kimongo;0;0;0;
23;2024;2024_S23;POOL;Kindamba;0;0;0;
23;2024;2024_S23;POOL;Kinkala;0;0;0;
23;2024;2024_S23;POOL;Kintélé;0;0;0;
23;2024;2024_S23;POINTE NOIRE;Loandjili;0;0;0;
23;2024;2024_S23;BOUENZA;Loudima;0;0;0;
23;2024;2024_S23;BOUENZA;Loutété;0;0;0;
23;2024;2024_S23;POINTE NOIRE;Lumumba;0;0;0;
23;2024;2024_S23;BRAZZAVILLE;Madibou;0;0;0;
23;2024;2024_S23;KOUILOU;Madingo kayes - Nzambi;0;0;0;
23;2024;2024_S23;BOUENZA;Madingou;0;0;0;
23;2024;2024_S23;BRAZZAVILLE;Makelekele;0;0;0;
23;2024;2024_S23;NIARI;Mayoko;0;0;0;
23;2024;2024_S23;BRAZZAVILLE;Mfilou;0;0;0;
23;2024;2024_S23;POOL;Mindouli;0;0;0;
23;2024;2024_S23;POINTE NOIRE;Mongo Poukou;0;0;0;
23;2024;2024_S23;CUVETTE;Mossaka-Loukoléla;0;0;0;
23;2024;2024_S23;NIARI;Mossendjo;0;0;0;
23;2024;2024_S23;BRAZZAVILLE;Moungali;0;0;0;
23;2024;2024_S23;BOUENZA;Mouyondzi;0;0;0;
23;2024;2024_S23;POINTE NOIRE;Mvou-Mvou;1;0;0;
23;2024;2024_S23;KOUILOU;Mvouti-Kakamoéka;0;0;0;
23;2024;2024_S23;PLATEAUX;Ngo-Mpouya;0;0;0;
23;2024;2024_S23;POINTE NOIRE;Ngoyo;0;0;0;
23;2024;2024_S23;BOUENZA;Nkayi;0;0;0;
23;2024;2024_S23;SANGHA;Ouesso;0;0;0;
23;2024;2024_S23;CUVETTE;Owando;0;0;0;
23;2024;2024_S23;CUVETTE;Oyo-Alima;0;0;0;
23;2024;2024_S23;BRAZZAVILLE;Poto-Poto;0;0;0;
23;2024;2024_S23;SANGHA;Sembé-Souanké;0;0;0;
23;2024;2024_S23;LEKOUMOU;Sibiti;0;0;0;
23;2024;2024_S23;BRAZZAVILLE;Talangai;0;0;0;
23;2024;2024_S23;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
23;2024;2024_S23;POINTE NOIRE;Tié-Tié;0;0;0;
23;2024;2024_S23;LEKOUMOU;Zanaga;0;0;0;
23;2024;2024_S23;BRAZZAVILLE;Ouenze;0;0;0;
24;2024;2024_S24;PLATEAUX;Abala-Allémbé;0;0;0;
24;2024;2024_S24;BRAZZAVILLE;Bacongo;0;0;0;
24;2024;2024_S24;POOL;Boko-Louingui-Loumo;0;0;0;
24;2024;2024_S24;PLATEAUX;Djambala-Lékana-Mbon ;0;0;0;
24;2024;2024_S24;BRAZZAVILLE;Djiri;0;0;0;
24;2024;2024_S24;NIARI;Dolisie;0;0;0;
24;2024;2024_S24;LIKOUALA;Enyellé-Bétou;0;0;0;
24;2024;2024_S24;CUVETTE OUEST;Etoumbi;0;0;0;
24;2024;2024_S24;CUVETTE OUEST;Ewo;0;0;0;
24;2024;2024_S24;PLATEAUX;Gamboma;0;0;0;
24;2024;2024_S24;POOL;Goma Tsé-Tsé;0;0;0;
24;2024;2024_S24;KOUILOU;Hinda-Loango;0;0;0;
24;2024;2024_S24;POOL;Ignié-Ngabé-Mayama;0;0;0;
24;2024;2024_S24;BRAZZAVILLE;Ile Mbamou;0;0;0;
24;2024;2024_S24;LIKOUALA;Impfondo;0;0;0;
24;2024;2024_S24;NIARI;Kibangou;0;0;0;
24;2024;2024_S24;NIARI;Kimongo;0;0;0;
24;2024;2024_S24;POOL;Kindamba;0;0;0;
24;2024;2024_S24;POOL;Kinkala;0;0;0;
24;2024;2024_S24;POOL;Kintélé;0;0;0;
24;2024;2024_S24;POINTE NOIRE;Loandjili;0;0;0;
24;2024;2024_S24;BOUENZA;Loudima;0;0;0;
24;2024;2024_S24;BOUENZA;Loutété;0;0;0;
24;2024;2024_S24;POINTE NOIRE;Lumumba;0;0;0;
24;2024;2024_S24;BRAZZAVILLE;Madibou;0;0;0;
24;2024;2024_S24;KOUILOU;Madingo kayes - Nzambi;0;0;0;
24;2024;2024_S24;BOUENZA;Madingou;1;0;0;
24;2024;2024_S24;BRAZZAVILLE;Makelekele;0;0;0;
24;2024;2024_S24;NIARI;Mayoko;0;0;0;
24;2024;2024_S24;BRAZZAVILLE;Mfilou;0;0;0;
24;2024;2024_S24;POOL;Mindouli;0;0;0;
24;2024;2024_S24;POINTE NOIRE;Mongo Poukou;0;0;0;
24;2024;2024_S24;CUVETTE;Mossaka-Loukoléla;0;0;0;
24;2024;2024_S24;NIARI;Mossendjo;0;0;0;
24;2024;2024_S24;BRAZZAVILLE;Moungali;0;0;0;
24;2024;2024_S24;BOUENZA;Mouyondzi;0;0;0;
24;2024;2024_S24;POINTE NOIRE;Mvou-Mvou;0;0;0;
24;2024;2024_S24;KOUILOU;Mvouti-Kakamoéka;0;0;0;
24;2024;2024_S24;PLATEAUX;Ngo-Mpouya;0;0;0;
24;2024;2024_S24;POINTE NOIRE;Ngoyo;0;0;0;
24;2024;2024_S24;BOUENZA;Nkayi;0;0;0;
24;2024;2024_S24;SANGHA;Ouesso;0;0;0;
24;2024;2024_S24;CUVETTE;Owando;0;0;0;
24;2024;2024_S24;CUVETTE;Oyo-Alima;0;0;0;
24;2024;2024_S24;BRAZZAVILLE;Poto-Poto;0;0;0;
24;2024;2024_S24;SANGHA;Sembé-Souanké;1;0;0;
24;2024;2024_S24;LEKOUMOU;Sibiti;0;0;0;
24;2024;2024_S24;BRAZZAVILLE;Talangai;0;0;0;
24;2024;2024_S24;POINTE NOIRE;Tchiamba Nzassi;0;0;0;
24;2024;2024_S24;POINTE NOIRE;Tié-Tié;0;0;0;
24;2024;2024_S24;LEKOUMOU;Zanaga;0;0;0;
24;2024;2024_S24;BRAZZAVILLE;Ouenze;0;0;0;
25;2024;2024_S25;PLATEAUX;Abala-Allémbé;0;0;0;
25;2024;2024_S25;BRAZZAVILLE;Bacongo;0;0;0;
25;2024;2024_S25;POOL;Boko-Louingui-Loumo;0;0;0;
25;2024;2024_S25;PLATEAUX;Djambala-Lékana-Mbon ;0;0;0;
